Date,Open,High,Low,Close,Volume,Code
2018-02-08,85.540001,85.599998,82.570000,82.680000,5279100,ADI
2018-02-09,83.910004,84.580002,80.949997,83.930000,5649700,ADI
2018-02-12,84.300003,85.900002,84.029999,85.050003,3287700,ADI
2018-02-13,86.010002,86.430000,83.769997,84.339996,2688900,ADI
2018-02-14,83.519997,85.449997,83.389999,85.129997,2819600,ADI
2018-02-15,85.940002,85.940002,84.209999,85.400002,2214400,ADI
2018-02-16,85.279999,86.790001,85.169998,86.089996,2570000,ADI
2018-02-20,87.279999,89.489998,86.919998,88.410004,3961000,ADI
2018-02-21,88.709999,90.040001,87.849998,88.410004,2604400,ADI
2018-02-22,88.459999,89.360001,88.070000,88.559998,2430000,ADI
2018-02-23,89.349998,90.430000,89.169998,90.370003,2114900,ADI
2018-02-26,90.570000,92.419998,90.570000,92.360001,2683600,ADI
2018-02-27,92.209999,93.650002,91.629997,92.260002,3256300,ADI
2018-02-28,94.500000,94.919998,89.599998,90.150002,4248500,ADI
2018-03-01,89.889999,90.529999,86.790001,88.309998,4136100,ADI
2018-03-02,87.440002,89.669998,86.980003,89.529999,2298700,ADI
2018-03-05,88.830002,91.699997,88.769997,91.139999,2972200,ADI
2018-03-06,91.730003,92.570000,91.180000,91.930000,1958600,ADI
2018-03-07,91.330002,92.800003,90.550003,92.739998,2981100,ADI
2018-03-08,92.900002,93.300003,92.070000,92.720001,2175600,ADI
2018-03-09,93.300003,94.849998,93.300003,94.730003,2768700,ADI
2018-03-12,94.739998,95.730003,94.669998,95.529999,2766100,ADI
2018-03-13,96.000000,96.849998,94.220001,94.660004,3521800,ADI
2018-03-14,94.940002,95.330002,93.269997,94.089996,1549700,ADI
2018-03-15,93.919998,94.360001,93.160004,93.940002,1274000,ADI
2018-03-16,94.099998,95.010002,93.760002,94.150002,4067800,ADI
2018-03-19,93.730003,93.820000,91.839996,93.500000,2900300,ADI
2018-03-20,93.510002,93.629997,92.370003,92.709999,1764000,ADI
2018-03-21,92.500000,93.889999,92.320000,92.800003,1612700,ADI
2018-03-22,91.529999,92.430000,90.480003,90.540001,2842400,ADI
2018-03-23,90.360001,90.849998,87.650002,87.699997,2613300,ADI
2018-03-26,89.330002,93.190002,88.940002,93.110001,3669400,ADI
2018-03-27,93.779999,94.320000,90.269997,91.050003,4507500,ADI
2018-03-28,90.709999,91.620003,89.410004,89.910004,2602000,ADI
2018-03-29,90.699997,92.019997,89.849998,91.129997,2663500,ADI
2018-04-02,90.470001,90.879997,87.919998,88.750000,3308600,ADI
2018-04-03,89.610001,89.919998,87.900002,89.519997,2721600,ADI
2018-04-04,87.809998,91.529999,87.540001,91.239998,2069900,ADI
2018-04-05,92.099998,92.449997,90.260002,90.940002,1769400,ADI
2018-04-06,89.849998,90.480003,88.129997,88.309998,2294300,ADI
2018-04-09,89.120003,90.440002,87.900002,87.989998,2513900,ADI
2018-04-10,89.500000,90.809998,88.760002,90.029999,2210200,ADI
2018-04-11,89.250000,91.150002,89.180000,90.800003,1785200,ADI
2018-04-12,91.690002,93.239998,91.199997,93.019997,2984200,ADI
2018-04-13,93.500000,93.599998,92.199997,92.779999,1869700,ADI
2018-04-16,93.180000,93.580002,92.480003,93.139999,2125300,ADI
2018-04-17,93.650002,95.540001,93.650002,95.169998,1920000,ADI
2018-04-18,94.779999,95.449997,94.029999,94.570000,1909600,ADI
2018-04-19,92.980003,92.980003,89.760002,89.849998,3774200,ADI
2018-04-20,89.389999,90.000000,88.660004,89.760002,4413800,ADI
2018-04-23,90.169998,90.190002,87.519997,88.000000,2790300,ADI
2018-04-24,89.269997,89.470001,87.320000,87.650002,3137000,ADI
2018-04-25,88.059998,88.919998,87.330002,87.769997,2652400,ADI
2018-04-26,88.449997,89.029999,87.720001,88.699997,1981400,ADI
2018-04-27,89.269997,89.379997,87.209999,87.680000,2738600,ADI
2018-04-30,87.769997,88.209999,86.029999,87.349998,3756200,ADI
2018-05-01,87.139999,89.000000,86.739998,88.860001,2094300,ADI
2018-05-02,89.010002,89.209999,87.480003,88.300003,1586700,ADI
2018-05-03,87.519997,88.269997,86.230003,87.910004,2261100,ADI
2018-05-04,87.550003,90.320000,87.120003,90.269997,2404800,ADI
2018-05-07,89.860001,91.169998,89.860001,90.500000,1867000,ADI
2018-05-08,90.930000,91.449997,90.110001,91.419998,1575000,ADI
2018-05-09,91.860001,92.739998,91.419998,92.620003,1939400,ADI
2018-05-10,93.080002,93.400002,92.389999,93.339996,1914400,ADI
2018-05-11,93.080002,93.639999,92.419998,92.599998,1359000,ADI
2018-05-14,93.190002,94.919998,93.190002,93.870003,2173500,ADI
2018-05-15,93.070000,93.849998,92.790001,93.559998,2074900,ADI
2018-05-16,93.949997,94.800003,93.580002,94.769997,1472800,ADI
