Date,Open,High,Low,Close,Volume,Code
2018-02-08,113.330002,114.000000,108.320000,108.480003,7212400,ABBV
2018-02-09,109.570000,112.750000,106.410004,111.300003,8909300,ABBV
2018-02-12,112.570000,113.330002,110.650002,111.930000,4823300,ABBV
2018-02-13,111.540001,112.410004,110.389999,111.860001,5316200,ABBV
2018-02-14,111.040001,113.669998,110.279999,113.080002,6189100,ABBV
2018-02-15,113.620003,116.330002,112.379997,114.900002,7401100,ABBV
2018-02-16,115.230003,119.199997,115.199997,118.599998,8717000,ABBV
2018-02-20,117.720001,121.550003,117.220001,117.980003,8751400,ABBV
2018-02-21,118.489998,121.300003,117.849998,117.910004,5122500,ABBV
2018-02-22,118.570000,119.730003,116.580002,117.559998,5185700,ABBV
2018-02-23,118.410004,119.309998,116.889999,118.750000,4685700,ABBV
2018-02-26,119.269997,121.720001,119.040001,121.540001,4473500,ABBV
2018-02-27,121.209999,122.000000,118.160004,118.260002,4754300,ABBV
2018-02-28,119.000000,120.000000,115.779999,115.830002,6660000,ABBV
2018-03-01,115.910004,116.610001,111.809998,113.839996,7148900,ABBV
2018-03-02,112.940002,115.470001,111.889999,115.040001,5439700,ABBV
2018-03-05,114.000000,116.320000,112.889999,115.660004,3975700,ABBV
2018-03-06,116.010002,116.300003,113.830002,114.559998,3650500,ABBV
2018-03-07,112.580002,114.989998,112.209999,114.720001,5286200,ABBV
2018-03-08,115.000000,117.750000,114.349998,117.010002,6179400,ABBV
2018-03-09,117.849998,119.660004,117.669998,119.290001,5835600,ABBV
2018-03-12,119.400002,119.589996,117.930000,118.300003,4892900,ABBV
2018-03-13,119.260002,121.449997,118.730003,119.750000,5403200,ABBV
2018-03-14,120.339996,120.669998,117.949997,118.940002,3556100,ABBV
2018-03-15,119.000000,119.500000,114.879997,114.930000,5812400,ABBV
2018-03-16,114.889999,116.730003,113.589996,113.709999,8879300,ABBV
2018-03-19,113.739998,114.980003,110.440002,112.029999,8598900,ABBV
2018-03-20,112.900002,114.150002,112.089996,112.650002,4933800,ABBV
2018-03-21,113.080002,113.790001,111.730003,112.449997,4618000,ABBV
2018-03-22,104.190002,104.500000,95.519997,98.099998,26861200,ABBV
2018-03-23,98.989998,100.320000,97.370003,97.459999,14253600,ABBV
2018-03-26,99.489998,99.910004,91.760002,95.279999,13760600,ABBV
2018-03-27,95.500000,95.720001,91.120003,92.010002,10821300,ABBV
2018-03-28,92.190002,96.849998,91.580002,94.269997,11154200,ABBV
2018-03-29,94.519997,95.540001,93.500000,94.650002,7399400,ABBV
2018-04-02,94.000000,94.639999,90.300003,91.459999,7816500,ABBV
2018-04-03,92.339996,92.459999,88.220001,90.589996,10449200,ABBV
2018-04-04,88.709999,93.410004,88.629997,92.940002,8841700,ABBV
2018-04-05,93.070000,93.269997,91.650002,92.209999,7045000,ABBV
2018-04-06,91.449997,92.769997,88.790001,89.779999,6761200,ABBV
2018-04-09,91.389999,93.379997,90.419998,90.480003,8302100,ABBV
2018-04-10,91.500000,94.389999,90.930000,93.620003,6253700,ABBV
2018-04-11,92.580002,94.480003,92.400002,93.639999,7135700,ABBV
2018-04-12,93.709999,93.709999,92.070000,92.120003,6402500,ABBV
2018-04-13,92.629997,92.639999,91.089996,91.830002,4630000,ABBV
2018-04-16,92.889999,93.489998,92.309998,92.599998,3922500,ABBV
2018-04-17,93.199997,94.010002,92.620003,93.589996,4474700,ABBV
2018-04-18,94.000000,94.599998,93.019997,94.320000,5289700,ABBV
2018-04-19,94.430000,94.529999,91.400002,93.010002,4972900,ABBV
2018-04-20,93.410004,93.800003,92.019997,92.599998,4754800,ABBV
